set_code;set_name;set_rarity;set_price;release_date;region;language
LIOV-EN033;Lightning Overdrive;Ultra Rare;0;;;
SDAZ-EN046;Structure Deck: Albaz Strike;Common;1.61;;;
MP24-EN082;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
CYAC-EN035;Cyberstorm Access;Secret Rare;0;;;
MP22-EN125;2022 Tin of the Pharaoh's Gods;Common;0;;;
DAMA-EN008;Dawn of Majesty;Super Rare;0;;;
SDAZ-EN005;Structure Deck: Albaz Strike;Common;1.03;;;
REDU-EN047;Return of the Duelist;Super Rare;0;;;
ABPF-EN082;Absolute Powerforce;Ultimate Rare;0;;;
SBC1-ENA03;Speed Duel: Streets of Battle City;Common;0;;;
PTDN-EN068;Phantom Darkness;Common;0;;;
BP01-EN153;Battle Pack: Epic Dawn;Common;0;;;
TU06-EN011;Turbo Pack: Booster Six;Rare;0;;;
YR05-EN001;Yu-Gi-Oh! R Volume 5 promotional card;Ultra Rare;13.71;;;
ANGU-EN006;Ancient Guardians;Super Rare;0;;;
FUEN-EN026;Fusion Enforcers;Super Rare;6.56;;;
MAGO-EN016;Maximum Gold;Premium Gold Rare;5.81;;;
RA04-EN024;Quarter Century Stampede;Collector's Rare;0;;;
RA04-EN278;Quarter Century Stampede;Platinum Secret Rare;0;;;
SHVA-EN040;Shadows in Valhalla;Secret Rare;7.83;;;
GEIM-EN053;Genesis Impact;Collector's Rare;10.68;;;
SHVA-EN020;Shadows in Valhalla;Secret Rare;3.81;;;
AMDE-EN010;Amazing Defenders;Ultra Rare;0;;;
MZMI-EN083;Maze of Millennia;Rare;0;;;
YS15-ENY01;2-Player Starter Deck: Yuya & Declan;Common;4;;;
BP02-EN004;Battle Pack 2: War of the Giants;Common;0;;;
LDK2-ENK12;Legendary Decks II;Common;1.68;;;
PHSW-EN000;Photon Shockwave;Super Rare;0;;;
PHSW-ENSP1;Photon Shockwave Sneak Peek Participation Card;Ultra Rare;14.48;;;
SDLI-EN001;Realm of Light Structure Deck;Common;1.7;;;
YS15-ENF01;Saber Force Starter Deck;Common;2.27;;;
SDBE-EN003;Saga of Blue-Eyes White Dragon Structure Deck;Common;2.2;;;
YSKR-EN011;Starter Deck: Kaiba Reloaded;Common;1.52;;;
YS12-EN001;Starter Deck: Xyz Symphony;Common;1.71;;;
DIFO-EN014;Dimension Force;Common;0.83;;;
BACH-EN028;Battle of Chaos;Super Rare;0;;;
PGL3-EN047;Premium Gold: Infinite Gold;Gold Rare;0;;;
NECH-EN083;The New Challengers;Rare;0;;;
CRMS-EN039;Crimson Crisis;Rare;0;;;
GFP2-EN100;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.9;;;
ABPF-EN075;Absolute Powerforce;Common;0;;;
BP03-EN215;Battle Pack 3: Monster League;Common;0;;;
OP16-EN021;OTS Tournament Pack 16;Common;0;;;
OP16-PT021;OTS Tournament Pack 16 (POR);Common;0;;;
RGBT-EN033;Raging Battle;Common;0;;;
POTD-EN024;Power of the Duelist;Common;0;;;
POTD-EN026;Power of the Duelist;Common;0;;;
GLAS-EN035;Gladiator's Assault;Common;0;;;
CDIP-EN033;Cyberdark Impact;Common;0;;;
CRMS-EN084;Crimson Crisis;Super Rare;0;;;
CDIP-EN034;Cyberdark Impact;Common;0;;;
CP08-EN017;Champion Pack: Game Eight;Common;0;;;
POTD-EN028;Power of the Duelist;Rare;0;;;
CRMS-EN038;Crimson Crisis;Rare;0;;;
STON-EN031;Strike of Neos;Common;0;;;
TAEV-EN001;Tactical Evolution;Common;0;;;
DUOV-EN003;Duel Overload;Ultra Rare;1.59;;;
POTD-EN025;Power of the Duelist;Common;0;;;
DAMA-EN021;Dawn of Majesty;Common;0.91;;;
GLAS-EN034;Gladiator's Assault;Rare;0;;;
CP08-EN016;Champion Pack: Game Eight;Common;0;;;
POTD-EN027;Power of the Duelist;Rare;0;;;
SS03-ENB07;Speed Duel Starter Decks: Ultimate Predators;Common;1.07;;;
BLHR-EN043;Battles of Legend: Hero's Revenge;Secret Rare;3.02;;;
OP11-EN022;OTS Tournament Pack 11;Common;0;;;
OP11-PT022;OTS Tournament Pack 11 (POR);Common;0.00;;;
PTDN-EN075;Phantom Darkness;Common;0;;;
ALIN-EN051;Alliance Insight;Quarter Century Secret Rare;0;;;
LCJW-EN012;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LDK2-ENJ08;Legendary Decks II;Common;2.12;;;
SS02-ENB05;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.24;;;
SBC1-ENB08;Speed Duel: Streets of Battle City;Common;0;;;
TU08-EN006;Turbo Pack: Booster Eight;Rare;0;;;
WCPP-EN007;World Championship 2010 Card Pack;Rare;0;;;
WP11-EN012;World Championship 2011 Card Pack;Super Rare;0;;;
DT04-EN086;Duel Terminal 4;Duel Terminal Normal Parallel Rare;0;;;
LCJW-EN056;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LDK2-ENJ43;Legendary Decks II;Common;1.43;;;
SS02-ENB22;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.13;;;
SBC1-ENB23;Speed Duel: Streets of Battle City;Common;0;;;
TU08-EN008;Turbo Pack: Booster Eight;Rare;0;;;
WCPP-EN019;World Championship 2010 Card Pack;Rare;0;;;
WP11-EN015;World Championship 2011 Card Pack;Super Rare;0;;;
MZTM-EN060;Maze of the Master;New;0;;;
BROL-EN088;Brothers of Legend;Ultra Rare;2.53;;;
CRBR-EN028;Crossover Breakers;Rare;0;;;
DASA-EN054;Dark Saviors;Super Rare;4.05;;;
DESO-EN044;Destiny Soldiers;Super Rare;0;;;
SDGU-EN027;Gates of the Underworld Structure Deck;Common;2.63;;;
OP01-EN025;OTS Tournament Pack 1;Common;0;;;
SDPD-EN029;Pendulum Domination Structure Deck;Common;0;;;
PTDN-EN084;Phantom Darkness;Ultimate Rare;0;;;
RA03-EN055;Quarter Century Bonanza;Collector's Rare;0;;;
RGBT-ENSE2;Raging Battle: Special Edition;Super Rare;7.08;;;
SGX3-ENI30;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS05-ENA26;Speed Duel Starter Decks: Twisted Nightmares;Common;11.76;;;
STP3-EN005;Speed Duel Tournament Pack 3;Ultra Rare;0;;;
SBC1-ENF12;Speed Duel: Streets of Battle City;Common;0;;;
SR06-EN024;Structure Deck: Lair of Darkness;Common;0;;;
SDMA-EN028;Structure Deck: Marik (TCG);Common;3.9;;;
SDSH-EN028;Structure Deck: Shaddoll Showdown;Common;2.4;;;
WISU-EN054;Wild Survivors;Rare;0;;;
MZTM-EN059;Maze of the Master;Super Rare;0;;;
CDIP-EN006;Cyberdark Impact;Common;0;;;
MZTM-EN063;Maze of the Master;Rare;0;;;
CDIP-EN007;Cyberdark Impact;Rare;0;;;
MZTM-EN064;Maze of the Master;Rare;0;;;
CDIP-EN008;Cyberdark Impact;Ultimate Rare;0;;;
MZTM-EN065;Maze of the Master;Rare;0;;;
LDS2-EN085;Legendary Duelists: Season 2;Common;1.19;;;
LED4-EN003;Legendary Duelists: Sisters of the Rose;Ultra Rare;5.11;;;
LART-EN028;The Lost Art Promotion (series);Common;0;;;
LART-EN028;The Lost Art Promotion 2020 P;Ultra Rare;0;;;
MP22-EN145;2022 Tin of the Pharaoh's Gods;Ultra Rare;0;;;
DAMA-EN038;Dawn of Majesty;Common;0.95;;;
DT02-EN023;Duel Terminal 2;Duel Terminal Normal Parallel Rare;1.47;;;
HA02-EN017;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN077;Hidden Arsenal: Chapter 1;Common;0;;;
CT10-EN006;2013 Collectible Tins Wave 1;Super Rare;2.57;;;
DUDE-EN007;Duel Devastator;Ultra Rare;1.56;;;
DTP1-EN031;Duel Terminal - Preview Wave 2;Duel Terminal Rare Parallel Rare;4347.17;;;
DT01-EN035;Duel Terminal 1;Duel Terminal Rare Parallel Rare;0;;;
HA01-EN026;Hidden Arsenal;Secret Rare;6.8;;;
HAC1-EN090;Hidden Arsenal: Chapter 1;Common;0;;;
RA03-EN222;Quarter Century Bonanza;Platinum Secret Rare;0;;;
TU07-EN000;Turbo Pack: Booster Seven;Ultimate Rare;0;;;
STAS-EN008;2-Player Starter Set;Common;0;;;
DT01-EN023;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
HA01-EN014;Hidden Arsenal;Super Rare;0;;;
HAC1-EN076;Hidden Arsenal: Chapter 1;Common;0;;;
SBCB-EN169;Speed Duel: Battle City Box;Common;1.13;;;
STP2-EN011;Speed Duel Tournament Pack 2;Super Rare;0;;;
SBSC-EN036;Speed Duel: Scars of Battle;Common;1.08;;;
TSHD-EN037;The Shining Darkness;Rare;0;;;
DT02-EN028;Duel Terminal 2;Duel Terminal Super Parallel Rare;0;;;
HA02-EN022;Hidden Arsenal 2;Secret Rare;0;;;
HAC1-EN084;Hidden Arsenal: Chapter 1;Common;0;;;
DT03-EN080;Duel Terminal 3;Duel Terminal Rare Parallel Rare;0;;;
HA03-EN052;Hidden Arsenal 3;Super Rare;0;;;
HAC1-EN089;Hidden Arsenal: Chapter 1;Common;0;;;
OP03-EN006;OTS Tournament Pack 3;Super Rare;0;;;
DREV-EN092;Duelist Revolution;Secret Rare;0;;;
DT03-EN090;Duel Terminal 3;Duel Terminal Ultra Parallel Rare;0;;;
HA03-EN060;Hidden Arsenal 3;Secret Rare;0;;;
HAC1-EN092;Hidden Arsenal: Chapter 1;Duel Terminal Ultra Parallel Rare;0;;;
DT02-EN026;Duel Terminal 2;Duel Terminal Rare Parallel Rare;0;;;
HA02-EN020;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN082;Hidden Arsenal: Chapter 1;Common;0;;;
DT02-EN036;Duel Terminal 2;Duel Terminal Ultra Parallel Rare;0;;;
HA02-EN030;Hidden Arsenal 2;Secret Rare;0;;;
HAC1-EN091;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN024;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
HA01-EN015;Hidden Arsenal;Super Rare;0;;;
HAC1-EN078;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN090;Duel Terminal 1;Duel Terminal Ultra Parallel Rare;0;;;
TSHD-EN096;The Shining Darkness;Super Rare;0;;;
DT02-EN024;Duel Terminal 2;Duel Terminal Normal Parallel Rare;9.05;;;
HA02-EN018;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN080;Hidden Arsenal: Chapter 1;Common;0;;;
DT03-EN078;Duel Terminal 3;Duel Terminal Super Parallel Rare;0;;;
HA03-EN050;Hidden Arsenal 3;Secret Rare;0;;;
HAC1-EN087;Hidden Arsenal: Chapter 1;Common;0;;;
DT03-EN079;Duel Terminal 3;Duel Terminal Normal Parallel Rare;0;;;
HA03-EN051;Hidden Arsenal 3;Super Rare;0;;;
HAC1-EN088;Hidden Arsenal: Chapter 1;Common;0;;;
DT02-EN080;Duel Terminal 2;Duel Terminal Rare Parallel Rare;0;;;
HA02-EN050;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN085;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN025;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
HA01-EN016;Hidden Arsenal;Super Rare;0;;;
HAC1-EN079;Hidden Arsenal: Chapter 1;Common;0;;;
DT02-EN025;Duel Terminal 2;Duel Terminal Rare Parallel Rare;0;;;
HA02-EN019;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN081;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN078;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
STBL-EN093;Starstrike Blast;Common;0;;;
DT02-EN027;Duel Terminal 2;Duel Terminal Rare Parallel Rare;0;;;
HA02-EN021;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN083;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN079;Duel Terminal 1;Duel Terminal Rare Parallel Rare;0;;;
STBL-EN094;Starstrike Blast;Common;0;;;
DT02-EN081;Duel Terminal 2;Duel Terminal Normal Parallel Rare;2.53;;;
HA02-EN051;Hidden Arsenal 2;Super Rare;0;;;
HAC1-EN086;Hidden Arsenal: Chapter 1;Common;0;;;
DT01-EN077;Duel Terminal 1;Duel Terminal Rare Parallel Rare;0;;;
STBL-EN092;Starstrike Blast;Rare;0;;;
MP20-EN015;2020 Tin of Lost Memories Mega Pack;Rare;1.49;;;
CRBR-EN026;Crossover Breakers;Rare;0;;;
OP11-EN009;OTS Tournament Pack 11;Super Rare;0;;;
OP11-PT009;OTS Tournament Pack 11 (POR);Super Rare;0.00;;;
SAST-EN030;Savage Strike;Common;0;;;
MP14-EN244;2014 Mega-Tin Mega Pack;Common;0;;;
LVAL-EN095;Legacy of the Valiant;Common;0;;;
MP24-EN256;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AGOV-EN100;Age of Overlord;Common;0;;;
SDMY-EN001;Structure Deck: Yugi Muto;Super Rare;0;;;
LCYW-EN012;Legendary Collection 3: Yugi's World Mega Pack;Common;1.18;;;
RP02-EN089;Retro Pack 2;Rare;0;;;
SBCB-EN023;Speed Duel: Battle City Box;Common;1.19;;;
SDMY-EN007;Structure Deck: Yugi Muto;Common;0;;;
DOR-001;Yu-Gi-Oh! The Duelists of the Roses promotional cards;Prismatic Secret Rare;8.32;;;
DOR-E001;Yu-Gi-Oh! The Duelists of the Roses promotional cards;Prismatic Secret Rare;13.57;;;
YGLD-ENB11;Yugi's Legendary Decks;Common;1.59;;;
MP21-EN179;2021 Tin of Ancient Battles;Ultra Rare;0;;;
RA01-EN022;25th Anniversary Rarity Collection;Super Rare;0;;;
PHRA-EN023;Phantom Rage;Secret Rare;0;;;
SR14-EN022;Structure Deck: Fire Kings;Common;0;;;
MP14-EN221;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
LVAL-EN052;Legacy of the Valiant;Ultra Rare;0;;;
MAZE-EN052;Maze of Memories;Super Rare;0;;;
DCR-095;Dark Crisis;Common;1.43;;;
DCR-EN095;Dark Crisis;Common;0.00;;;
DR1-EN257;Dark Revelation Volume 1;Common;0;;;
DUNE-EN047;Duelist Nexus;Quarter Century Secret Rare;0;;;
MP18-EN150;2018 Mega-Tin Mega Pack;Rare;0;;;
CIBR-EN070;Circuit Break;Rare;0;;;
SP18-EN047;Star Pack VRAINS;Common;0;;;
DANE-EN033;Dark Neostorm;Common;0;;;
MP19-EN047;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN070;Flames of Destruction;Common;0;;;
GFP2-EN027;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.91;;;
DANE-EN005;Dark Neostorm;Common;0;;;
BROL-EN047;Brothers of Legend;Secret Rare;1.38;;;
DANE-EN068;Dark Neostorm;Common;0;;;
MP18-EN200;2018 Mega-Tin Mega Pack;Super Rare;0;;;
BLRR-EN066;Battles of Legend: Relentless Revenge;Ultra Rare;0;;;
EXFO-EN046;Extreme Force;Super Rare;0;;;
MZMI-EN066;Maze of Millennia;Rare;0;;;
MP19-EN024;2019 Gold Sarcophagus Tin Mega Pack;Rare;0;;;
FLOD-EN042;Flames of Destruction;Common;0;;;
MP18-EN116;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN015;Circuit Break;Common;0;;;
MGED-EN094;Maximum Gold: El Dorado;Rare;1.13;;;
OP11-EN006;OTS Tournament Pack 11;Super Rare;0;;;
OP11-PT006;OTS Tournament Pack 11 (POR);Super Rare;0.00;;;
SP18-EN029;Star Pack VRAINS;Common;0;;;
DUNE-EN009;Duelist Nexus;Super Rare;0;;;
MP18-EN216;2018 Mega-Tin Mega Pack;Super Rare;0;;;
BLC1-EN118;Battles of Legend: Chapter 1;Common;0;;;
BLRR-EN067;Battles of Legend: Relentless Revenge;Ultra Rare;0;;;
EXFO-EN070;Extreme Force;Super Rare;0;;;
MP18-EN113;2018 Mega-Tin Mega Pack;Ultra Rare;0;;;
CIBR-EN012;Circuit Break;Ultra Rare;0;;;
MGED-EN091;Maximum Gold: El Dorado;Rare;1.02;;;
MZMI-EN062;Maze of Millennia;Rare;0;;;
SP18-EN028;Star Pack VRAINS;Common;0;;;
MP18-EN115;2018 Mega-Tin Mega Pack;Ultra Rare;0;;;
CIBR-EN014;Circuit Break;Ultra Rare;0;;;
MGED-EN093;Maximum Gold: El Dorado;Rare;1.03;;;
MZMI-EN064;Maze of Millennia;Rare;0;;;
BROL-EN045;Brothers of Legend;Secret Rare;1.81;;;
MP19-EN009;2019 Gold Sarcophagus Tin Mega Pack;Prismatic Secret Rare;0;;;
FLOD-EN014;Flames of Destruction;Ultra Rare;0;;;
MGED-EN095;Maximum Gold: El Dorado;Rare;1.01;;;
MZMI-EN065;Maze of Millennia;Collector's Rare;0;;;
DUNE-EN010;Duelist Nexus;Super Rare;0;;;
MP19-EN010;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN015;Flames of Destruction;Common;0;;;
BROL-EN046;Brothers of Legend;Secret Rare;1.75;;;
MP18-EN135;2018 Mega-Tin Mega Pack;Ultra Rare;0;;;
CIBR-EN047;Circuit Break;Ultra Rare;0;;;
MZMI-EN067;Maze of Millennia;Rare;0;;;
SP18-EN037;Star Pack VRAINS;Common;0;;;
MP18-EN151;2018 Mega-Tin Mega Pack;Super Rare;0;;;
CIBR-EN071;Circuit Break;Super Rare;0;;;
MZMI-EN068;Maze of Millennia;Rare;0;;;
SP18-EN048;Star Pack VRAINS;Common;0;;;
DUNE-EN069;Duelist Nexus;Common;0;;;
MP18-EN114;2018 Mega-Tin Mega Pack;Super Rare;0;;;
CIBR-EN013;Circuit Break;Super Rare;0;;;
MGED-EN092;Maximum Gold: El Dorado;Rare;1;;;
MZMI-EN063;Maze of Millennia;Rare;0;;;
SP18-EN030;Star Pack VRAINS;Common;0;;;
LTGY-EN036;Lord of the Tachyon Galaxy;Rare;0;;;
THSF-EN046;The Secret Forces;Super Rare;1.27;;;
MP22-EN123;2022 Tin of the Pharaoh's Gods;Prismatic Secret Rare;0;;;
RA02-EN016;25th Anniversary Rarity Collection II;Collector's Rare;0;;;
DAMA-EN006;Dawn of Majesty;Secret Rare;0;;;
GFP2-EN097;Ghosts From the Past: The 2nd Haunting;Ultra Rare;12.24;;;
OP20-EN003;OTS Tournament Pack 20;Ultimate Rare;0;;;
RA04-EN038;Quarter Century Stampede;Quarter Century Secret Rare;0;;;
MP19-EN151;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
SOFU-EN000;Soul Fusion;Common;0;;;
21CC-EN001;Yu-Gi-Oh! TCG Remote Duel Extravaganza participation card;Common;11.27;;;
MP18-EN125;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN036;Circuit Break;Common;0;;;
MP22-EN019;2022 Tin of the Pharaoh's Gods;Rare;0;;;
BLVO-EN033;Blazing Vortex;Common;0;;;
BP02-EN120;Battle Pack 2: War of the Giants;Common;0;;;
CBLZ-EN004;Cosmo Blazer;Common;0;;;
TDIL-EN035;The Dark Illusion;Super Rare;0;;;
2018-EN002;Yu-Gi-Oh! World Championship 2018 prize cards;Extra Secret Rare;262.63;;;
2019-EN003;Yu-Gi-Oh! World Championship 2019 Japanese National Qualifiers prize cards;Ultra Rare;867.04;;;
LIOV-EN071;Lightning Overdrive;Ultra Rare;0;;;
LIOV-EN075;Lightning Overdrive;Ultra Rare;0;;;
LIOV-EN073;Lightning Overdrive;Common;0;;;
OP21-EN026;OTS Tournament Pack 21;Common;0;;;
LIOV-EN074;Lightning Overdrive;Common;0;;;
MP24-EN305;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
POTE-EN077;Power of the Elements;Common;0.82;;;
DAMA-EN076;Dawn of Majesty;Common;0.91;;;
LIOV-EN072;Lightning Overdrive;Common;0;;;
CYAC-EN023;Cyberstorm Access;Common;0;;;
LIOV-EN006;Lightning Overdrive;Secret Rare;0;;;
LIOV-EN007;Lightning Overdrive;Common;0;;;
DAMA-EN020;Dawn of Majesty;Super Rare;0;;;
LIOV-EN008;Lightning Overdrive;Ultra Rare;0;;;
LIOV-EN070;Lightning Overdrive;Super Rare;0;;;
LIOV-EN058;Lightning Overdrive;Super Rare;0;;;
LIOV-EN057;Lightning Overdrive;Common;0;;;
MP17-EN151;2017 Mega-Tin Mega Pack;Common;0;;;
INOV-EN053;Invasion: Vengeance;Common;0;;;
PEVO-EN034;Pendulum Evolution;Super Rare;0;;;
LIOV-EN056;Lightning Overdrive;Secret Rare;0;;;
LIOV-ENSP1;Lightning Overdrive Premiere! promotional card;Ultra Rare;14.75;;;
AP06-EN016;Astral Pack Six;Short Print;0;;;
CP05-EN012;Champion Pack: Game Five;Common;5.16;;;
DB1-EN233;Dark Beginning 1;Common;0;;;
GLD3-EN003;Gold Series 3;Common;0;;;
LON-032;Labyrinth of Nightmare;Common;1.41;;;
LON-E032;Labyrinth of Nightmare;Common;3.81;;;
LON-EN032;Labyrinth of Nightmare;Common;2.13;;;
LEDU-EN012;Legendary Duelists;Common;0;;;
DR1-EN151;Dark Revelation Volume 1;Super Rare;0;;;
GLD3-EN046;Gold Series 3;Common;0;;;
MFC-096;Magician's Force;Super Rare;4.83;;;
SGX3-END16;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENC15;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.81;;;
MP23-EN223;25th Anniversary Tin: Dueling Heroes Mega Pack;Ultra Rare;0;;;
DABL-EN097;Darkwing Blast;Common;0;;;
LEDU-EN009;Legendary Duelists;Ultra Rare;3.75;;;
LDS1-EN023;Legendary Duelists: Season 1;Ultra Rare;0;;;
DR1-EN117;Dark Revelation Volume 1;Common;0;;;
GLD3-EN007;Gold Series 3;Common;0;;;
MFC-062;Magician's Force;Common;1.95;;;
LEDU-EN010;Legendary Duelists;Rare;2.23;;;
LDS1-EN024;Legendary Duelists: Season 1;Ultra Rare;0;;;
DLG1-EN098;Dark Legends;Rare;2.86;;;
DT07-EN004;Duel Terminal 7a;Duel Terminal Normal Parallel Rare;0;;;
GLD3-EN017;Gold Series 3;Common;0;;;
RP01-EN097;Retro Pack;Secret Rare;4019.98;;;
SGX3-END05;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENC05;Speed Duel Starter Decks: Duelists of Tomorrow;Common;2.07;;;
SP1-EN002;The Lost Millennium Sneak Peek Participation Card;Ultra Rare;6.94;;;
MP18-EN167;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN095;Circuit Break;Common;0;;;
DR1-EN115;Dark Revelation Volume 1;Common;0;;;
GLD3-EN005;Gold Series 3;Common;0;;;
LCJW-EN088;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
MFC-060;Magician's Force;Short Print;3.58;;;
SGX3-END06;Speed Duel GX: Duelists of Shadows;Common;0;;;
DREV-EN054;Duelist Revolution;Common;0;;;
SGX3-END14;Speed Duel GX: Duelists of Shadows;Common;0;;;
MP23-EN219;25th Anniversary Tin: Dueling Heroes Mega Pack;Common;0;;;
DABL-EN093;Darkwing Blast;Common;0;;;
BLCR-EN038;Battles of Legend: Crystal Revenge;Ultra Rare;0;;;
DREV-EN087;Duelist Revolution;Super Rare;0;;;
SGX3-END12;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENC14;Speed Duel Starter Decks: Duelists of Tomorrow;Common;3.34;;;
BLCR-EN039;Battles of Legend: Crystal Revenge;Ultra Rare;0;;;
LEDU-EN011;Legendary Duelists;Rare;1.35;;;
LDS1-EN025;Legendary Duelists: Season 1;Common;0;;;
DR1-EN114;Dark Revelation Volume 1;Common;0;;;
GLD3-EN004;Gold Series 3;Common;0;;;
LCJW-EN087;Legendary Collection 4: Joey's World Mega Pack;Super Rare;0;;;
MFC-059;Magician's Force;Common;1.62;;;
SGX3-END04;Speed Duel GX: Duelists of Shadows;Common;0;;;
MP18-EN166;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN094;Circuit Break;Common;0;;;
MP23-EN224;25th Anniversary Tin: Dueling Heroes Mega Pack;Prismatic Secret Rare;0;;;
DABL-EN098;Darkwing Blast;Common;0;;;
LEDU-EN008;Legendary Duelists;Super Rare;4.03;;;
LDS1-EN022;Legendary Duelists: Season 1;Common;0;;;
DREV-EN032;Duelist Revolution;Super Rare;0;;;
OP06-EN025;OTS Tournament Pack 6;Common;0;;;
SGX3-END01;Speed Duel GX: Duelists of Shadows;Common;0;;;
BP01-EN212;Battle Pack: Epic Dawn;Common;0;;;
DREV-EN030;Duelist Revolution;Common;0;;;
YS14-ENA06;Space-Time Showdown Power-Up Pack;Common;0;;;
SGX3-END08;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENC07;Speed Duel Starter Decks: Duelists of Tomorrow;Common;4.29;;;
DREV-EN081;Duelist Revolution;Rare;0;;;
LCJW-EN095;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
SGX3-END09;Speed Duel GX: Duelists of Shadows;Common;0;;;
MP23-EN225;25th Anniversary Tin: Dueling Heroes Mega Pack;Common;0;;;
DABL-EN099;Darkwing Blast;Common;0;;;
DREV-EN088;Duelist Revolution;Super Rare;0;;;
OP20-EN022;OTS Tournament Pack 20;Common;0;;;
MP23-EN220;25th Anniversary Tin: Dueling Heroes Mega Pack;Common;0;;;
DABL-EN094;Darkwing Blast;Common;0;;;
DR1-EN139;Dark Revelation Volume 1;Common;0;;;
LCJW-EN100;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
MFC-084;Magician's Force;Common;1.58;;;
SGX3-END15;Speed Duel GX: Duelists of Shadows;Common;0;;;
TU04-EN018;Turbo Pack: Booster Four;Common;0;;;
MP23-EN222;25th Anniversary Tin: Dueling Heroes Mega Pack;Ultra Rare;0;;;
DABL-EN096;Darkwing Blast;Common;0;;;
MP18-EN165;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN093;Circuit Break;Common;0;;;
SBLS-EN021;Speed Duel: Arena of Lost Souls;Common;1.08;;;
DR1-EN116;Dark Revelation Volume 1;Super Rare;0;;;
GLD3-EN006;Gold Series 3;Common;0;;;
LEDU-EN013;Legendary Duelists;Common;0;;;
MFC-061;Magician's Force;Ultra Rare;14.31;;;
SGX3-END02;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENC06;Speed Duel Starter Decks: Duelists of Tomorrow;Common;4.15;;;
STP2-EN004;Speed Duel Tournament Pack 2;Ultra Rare;0;;;
TP7-EN007;Tournament Pack 7;Rare;0;;;
DR1-EN118;Dark Revelation Volume 1;Common;0;;;
GLD3-EN008;Gold Series 3;Common;0;;;
LCJW-EN089;Legendary Collection 4: Joey's World Mega Pack;Ultra Rare;0;;;
MFC-063;Magician's Force;Rare;3.67;;;
SGX3-END03;Speed Duel GX: Duelists of Shadows;Common;0;;;
BP01-EN213;Battle Pack: Epic Dawn;Common;0;;;
DREV-EN031;Duelist Revolution;Common;0;;;
SGX3-END07;Speed Duel GX: Duelists of Shadows;Common;0;;;
SBAD-EN015;Speed Duel: Attack from the Deep;Common;1.1;;;
DREV-EN053;Duelist Revolution;Rare;0;;;
LCJW-EN104;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LEDU-EN014;Legendary Duelists;Common;0;;;
SGX3-END13;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENV03;Speed Duel Starter Decks: Duelists of Tomorrow;Ultra Rare;2.76;;;
MP23-EN221;25th Anniversary Tin: Dueling Heroes Mega Pack;Ultra Rare;0;;;
DABL-EN095;Darkwing Blast;Common;0;;;
DREV-EN072;Duelist Revolution;Rare;0;;;
SGX3-END17;Speed Duel GX: Duelists of Shadows;Common;0;;;
BP01-EN160;Battle Pack: Epic Dawn;Common;0;;;
